Time difference of 28.21059 mins
[1] "==============="
Self-Organizing Map 

800 samples
 40 predictor
  2 classes: '0', '1' 

No pre-processing
Resampling: Cross-Validated (10 fold, repeated 2 times) 

Summary of sample sizes: 720, 721, 721, 720, 720, 720, ... 

Resampling results across tuning parameters:

  xdim  ydim  xweight  Accuracy  Kappa  Accuracy SD  Kappa SD
   9    13    0.645    0.803     0.606  0.0373       0.0745  
   9    13    0.682    0.808     0.616  0.0337       0.0680  
   9    13    0.718    0.817     0.633  0.0489       0.0983  
   9    13    0.755    0.818     0.636  0.0409       0.0819  
   9    13    0.791    0.808     0.616  0.0520       0.1046  
   9    13    0.827    0.817     0.634  0.0406       0.0813  
   9    13    0.864    0.811     0.621  0.0454       0.0916  
   9    13    0.900    0.824     0.647  0.0403       0.0803  
  10    10    0.500    0.838     0.675  0.0348       0.0697  
  10    10    0.536    0.807     0.614  0.0458       0.0917  
  10    10    0.573    0.816     0.632  0.0413       0.0825  
  10    10    0.609    0.816     0.631  0.0343       0.0681  
  10    10    0.645    0.802     0.604  0.0462       0.0924  
  10    10    0.682    0.819     0.639  0.0502       0.1005  
  10    10    0.718    0.816     0.631  0.0495       0.0993  
  10    10    0.755    0.820     0.639  0.0454       0.0911  
  10    10    0.791    0.805     0.609  0.0429       0.0859  
  10    10    0.827    0.814     0.627  0.0554       0.1111  
  10    10    0.864    0.800     0.599  0.0499       0.1008  
  10    10    0.900    0.809     0.617  0.0354       0.0709  
  10    11    0.500    0.804     0.608  0.0469       0.0940  
  10    11    0.536    0.816     0.632  0.0372       0.0747  
  10    11    0.573    0.801     0.602  0.0551       0.1106  
  10    11    0.609    0.816     0.631  0.0400       0.0801  
  10    11    0.645    0.813     0.625  0.0442       0.0884  
  10    11    0.682    0.809     0.618  0.0441       0.0885  
  10    11    0.718    0.806     0.611  0.0443       0.0888  
  10    11    0.755    0.824     0.648  0.0390       0.0779  
  10    11    0.791    0.802     0.603  0.0400       0.0804  
  10    11    0.827    0.814     0.628  0.0354       0.0710  
  10    11    0.864    0.814     0.627  0.0494       0.0991  
  10    11    0.900    0.802     0.603  0.0529       0.1059  
  10    12    0.500    0.804     0.608  0.0516       0.1036  
  10    12    0.536    0.819     0.637  0.0491       0.0984  
  10    12    0.573    0.822     0.643  0.0552       0.1110  
  10    12    0.609    0.814     0.627  0.0559       0.1121  
  10    12    0.645    0.830     0.659  0.0532       0.1067  
  10    12    0.682    0.819     0.637  0.0497       0.0999  
  10    12    0.718    0.809     0.618  0.0389       0.0778  
  10    12    0.755    0.823     0.644  0.0365       0.0735  
  10    12    0.791    0.802     0.603  0.0382       0.0765  
  10    12    0.827    0.821     0.642  0.0377       0.0756  
  10    12    0.864    0.813     0.626  0.0311       0.0624  
  10    12    0.900    0.807     0.613  0.0330       0.0660  
  10    13    0.500    0.811     0.622  0.0414       0.0829  
  10    13    0.536    0.809     0.617  0.0392       0.0786  
  10    13    0.573    0.809     0.617  0.0402       0.0801  
  10    13    0.609    0.815     0.629  0.0426       0.0856  
  10    13    0.645    0.808     0.616  0.0426       0.0853  
  10    13    0.682    0.812     0.624  0.0486       0.0973  
  10    13    0.718    0.806     0.611  0.0405       0.0815  
  10    13    0.755    0.806     0.611  0.0594       0.1193  
  10    13    0.791    0.814     0.627  0.0363       0.0727  
  10    13    0.827    0.804     0.608  0.0396       0.0796  
  10    13    0.864    0.806     0.612  0.0615       0.1238  
  10    13    0.900    0.822     0.644  0.0393       0.0788  
  11    11    0.500    0.812     0.623  0.0467       0.0936  
  11    11    0.536    0.796     0.592  0.0493       0.0994  
  11    11    0.573    0.805     0.609  0.0425       0.0853  
  11    11    0.609    0.819     0.638  0.0367       0.0736  
  11    11    0.645    0.819     0.637  0.0368       0.0741  
  11    11    0.682    0.818     0.635  0.0336       0.0676  
  11    11    0.718    0.804     0.607  0.0520       0.1039  
  11    11    0.755    0.820     0.640  0.0402       0.0804  
  11    11    0.791    0.793     0.586  0.0496       0.0994  
  11    11    0.827    0.814     0.628  0.0432       0.0866  
  11    11    0.864    0.809     0.618  0.0421       0.0841  
  11    11    0.900    0.809     0.618  0.0410       0.0821  
  11    12    0.500    0.821     0.641  0.0339       0.0680  
  11    12    0.536    0.808     0.616  0.0475       0.0953  
  11    12    0.573    0.803     0.606  0.0421       0.0841  
  11    12    0.609    0.811     0.621  0.0452       0.0904  
  11    12    0.645    0.814     0.627  0.0309       0.0616  
  11    12    0.682    0.813     0.626  0.0439       0.0882  
  11    12    0.718    0.820     0.640  0.0350       0.0699  
  11    12    0.755    0.808     0.616  0.0373       0.0752  
  11    12    0.791    0.825     0.650  0.0552       0.1104  
  11    12    0.827    0.815     0.630  0.0450       0.0900  
  11    12    0.864    0.799     0.598  0.0495       0.0995  
  11    12    0.900    0.799     0.598  0.0419       0.0838  
  11    13    0.500    0.812     0.625  0.0384       0.0768  
  11    13    0.536    0.806     0.611  0.0454       0.0910  
  11    13    0.573    0.805     0.609  0.0541       0.1086  
  11    13    0.609    0.806     0.611  0.0573       0.1151  
  11    13    0.645    0.801     0.601  0.0455       0.0914  
  11    13    0.682    0.802     0.604  0.0412       0.0830  
  11    13    0.718    0.814     0.627  0.0543       0.1090  
  11    13    0.755    0.811     0.622  0.0404       0.0810  
  11    13    0.791    0.811     0.621  0.0444       0.0888  
  11    13    0.827    0.809     0.618  0.0454       0.0911  
  11    13    0.864    0.814     0.628  0.0476       0.0953  
  11    13    0.900    0.809     0.617  0.0495       0.0994  
  12    12    0.500    0.799     0.597  0.0426       0.0856  
  12    12    0.536    0.821     0.642  0.0419       0.0839  
  12    12    0.573    0.815     0.630  0.0372       0.0746  
  12    12    0.609    0.811     0.622  0.0441       0.0884  
  12    12    0.645    0.805     0.610  0.0408       0.0818  
  12    12    0.682    0.803     0.605  0.0439       0.0881  
  12    12    0.718    0.813     0.626  0.0411       0.0826  
  12    12    0.755    0.818     0.636  0.0422       0.0841  
  12    12    0.791    0.804     0.608  0.0564       0.1128  
  12    12    0.827    0.824     0.647  0.0357       0.0716  
  12    12    0.864    0.802     0.603  0.0439       0.0881  
  12    12    0.900    0.819     0.637  0.0428       0.0858  
  12    13    0.500    0.833     0.666  0.0389       0.0780  
  12    13    0.536    0.816     0.631  0.0446       0.0897  
  12    13    0.573    0.806     0.611  0.0452       0.0904  
  12    13    0.609    0.794     0.587  0.0423       0.0847  
  12    13    0.645    0.818     0.636  0.0426       0.0859  
  12    13    0.682    0.805     0.609  0.0440       0.0881  
  12    13    0.718    0.808     0.616  0.0514       0.1031  
  12    13    0.755    0.817     0.634  0.0440       0.0882  
  12    13    0.791    0.802     0.604  0.0359       0.0720  
  12    13    0.827    0.802     0.603  0.0464       0.0930  
  12    13    0.864    0.818     0.636  0.0480       0.0961  
  12    13    0.900    0.820     0.640  0.0466       0.0932  

Tuning parameter 'topo' was held constant at a value of hexagonal
Kappa was used to select the optimal model using  the largest value.
The final values used for the model were xdim = 1, ydim = 5, xweight = 0.5 and topo = hexagonal. 
[1] "==============="
Confusion Matrix and Statistics

          Reference
Prediction  0  1
         0 85 21
         1 13 81
                                          
               Accuracy : 0.83            
                 95% CI : (0.7706, 0.8793)
    No Information Rate : 0.51            
    P-Value [Acc > NIR] : <2e-16          
                                          
                  Kappa : 0.6604          
 Mcnemar's Test P-Value : 0.2299          
                                          
            Sensitivity : 0.8673          
            Specificity : 0.7941          
         Pos Pred Value : 0.8019          
         Neg Pred Value : 0.8617          
             Prevalence : 0.4900          
         Detection Rate : 0.4250          
   Detection Prevalence : 0.5300          
      Balanced Accuracy : 0.8307          
                                          
       'Positive' Class : 0               
                                          
